Loading vocab...
token_vocab: 4521, post_vocab: 160, pos_vocab: 46, dep_vocab: 42, pol_vocab: 3
cuda memory allocated: 7069696
n_trainable_params: 395673, n_nontrainable_params: 1356300
training arguments:
>>> model_name: gnn-transformer
>>> dataset: restaurant
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f9352ac0d30>
>>> learning_rate: 0.001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 60
>>> pos_dim: 30
>>> deprel_dim: 30
>>> hidden_dim: 60
>>> num_layers: 8
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> lower: True
>>> directed: False
>>> add_self_loop: True
>>> bidirect: True
>>> rnn_hidden: 60
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0001
>>> vocab_dir: ./dataset/Restaurants_corenlp
>>> pad_id: 0
>>> graph_conv_type: gin
>>> graph_conv_attention_heads: 4
>>> graph_conv_attn_dropout: 0.0
>>> ffn_dropout: 0.4
>>> attention_heads: 4
>>> attn_dropout: 0.2
>>> norm: ln
>>> max_position: 9
>>> finetune_weight_decay: 0.01
>>> scheduler: linear
>>> warmup: 2
>>> cuda: 0
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> bert_lr: 2e-05
>>> model_class: <class 'models.gnn_transformer.GNN_Transformer'>
>>> dataset_file: {'train': './dataset/Restaurants_corenlp/train.json', 'test': './dataset/Restaurants_corenlp/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 160
>>> pos_size: 46
>>> deprel_size: 42
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6452_f1_0.2616
loss: 1.2840, acc: 0.6250, test_acc: 0.6452, f1: 0.2616
loss: 0.8359, acc: 0.6250, test_acc: 0.7757, f1: 0.6745
loss: 0.8250, acc: 0.6125, test_acc: 0.7685, f1: 0.6639
loss: 0.8645, acc: 0.6250, test_acc: 0.7676, f1: 0.6704
loss: 0.7311, acc: 0.6429, test_acc: 0.7569, f1: 0.6611
loss: 0.7139, acc: 0.6562, test_acc: 0.7596, f1: 0.6670
loss: 0.6641, acc: 0.6458, test_acc: 0.7668, f1: 0.6781
loss: 0.7313, acc: 0.6562, test_acc: 0.7676, f1: 0.6770
loss: 0.7260, acc: 0.6591, test_acc: 0.7730, f1: 0.6824
loss: 0.6893, acc: 0.6667, test_acc: 0.7712, f1: 0.6803
loss: 0.6273, acc: 0.6635, test_acc: 0.7694, f1: 0.6767
loss: 0.9744, acc: 0.6473, test_acc: 0.7712, f1: 0.6783
loss: 0.8243, acc: 0.6500, test_acc: 0.7730, f1: 0.6783
loss: 0.6124, acc: 0.6562, test_acc: 0.7748, f1: 0.6811
loss: 0.9803, acc: 0.6434, test_acc: 0.7703, f1: 0.6765
loss: 0.4465, acc: 0.6597, test_acc: 0.7730, f1: 0.6804
loss: 0.6539, acc: 0.6678, test_acc: 0.7721, f1: 0.6802
loss: 0.6768, acc: 0.6719, test_acc: 0.7712, f1: 0.6829
loss: 0.9255, acc: 0.6667, test_acc: 0.7703, f1: 0.6864
loss: 0.6749, acc: 0.6705, test_acc: 0.7694, f1: 0.6845
loss: 1.1648, acc: 0.6658, test_acc: 0.7676, f1: 0.6758
loss: 0.5058, acc: 0.6693, test_acc: 0.7676, f1: 0.6759
loss: 0.5081, acc: 0.6750, test_acc: 0.7659, f1: 0.6719
loss: 0.5167, acc: 0.6827, test_acc: 0.7676, f1: 0.6699
loss: 1.0723, acc: 0.6782, test_acc: 0.7694, f1: 0.6679
loss: 0.9843, acc: 0.6786, test_acc: 0.7712, f1: 0.6683
loss: 0.6014, acc: 0.6810, test_acc: 0.7659, f1: 0.6636
loss: 0.7573, acc: 0.6854, test_acc: 0.7614, f1: 0.6572
loss: 0.7474, acc: 0.6895, test_acc: 0.7632, f1: 0.6607
loss: 0.8517, acc: 0.6895, test_acc: 0.7632, f1: 0.6669
loss: 0.5640, acc: 0.6913, test_acc: 0.7632, f1: 0.6713
loss: 0.5571, acc: 0.6967, test_acc: 0.7685, f1: 0.6792
loss: 0.4335, acc: 0.7018, test_acc: 0.7766, f1: 0.6874
loss: 0.9651, acc: 0.7014, test_acc: 0.7748, f1: 0.6842
loss: 0.9789, acc: 0.6976, test_acc: 0.7730, f1: 0.6812
loss: 0.6396, acc: 0.7023, test_acc: 0.7712, f1: 0.6807
loss: 0.9229, acc: 0.7003, test_acc: 0.7739, f1: 0.6885
loss: 0.6930, acc: 0.7016, test_acc: 0.7721, f1: 0.6857
loss: 0.7721, acc: 0.6997, test_acc: 0.7721, f1: 0.6835
loss: 0.4746, acc: 0.7054, test_acc: 0.7712, f1: 0.6788
loss: 0.8791, acc: 0.7020, test_acc: 0.7730, f1: 0.6793
loss: 0.9309, acc: 0.6989, test_acc: 0.7739, f1: 0.6813
loss: 0.8704, acc: 0.6986, test_acc: 0.7721, f1: 0.6786
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 43
loss: 0.9325, acc: 0.5625, test_acc: 0.7730, f1: 0.6780
loss: 0.5857, acc: 0.6875, test_acc: 0.7730, f1: 0.6762
loss: 0.3530, acc: 0.7917, test_acc: 0.7712, f1: 0.6721
loss: 0.7240, acc: 0.7656, test_acc: 0.7748, f1: 0.6753
loss: 0.6869, acc: 0.7750, test_acc: 0.7685, f1: 0.6643
loss: 0.8069, acc: 0.7708, test_acc: 0.7668, f1: 0.6588
loss: 0.8205, acc: 0.7589, test_acc: 0.7659, f1: 0.6599
loss: 0.6433, acc: 0.7734, test_acc: 0.7668, f1: 0.6658
loss: 0.9819, acc: 0.7569, test_acc: 0.7650, f1: 0.6673
loss: 0.5349, acc: 0.7625, test_acc: 0.7676, f1: 0.6686
loss: 0.7621, acc: 0.7500, test_acc: 0.7694, f1: 0.6676
loss: 0.6313, acc: 0.7604, test_acc: 0.7739, f1: 0.6776
loss: 0.5110, acc: 0.7740, test_acc: 0.7721, f1: 0.6762
loss: 0.8524, acc: 0.7634, test_acc: 0.7694, f1: 0.6746
loss: 1.0319, acc: 0.7583, test_acc: 0.7730, f1: 0.6808
loss: 0.7992, acc: 0.7500, test_acc: 0.7712, f1: 0.6756
loss: 0.9395, acc: 0.7353, test_acc: 0.7721, f1: 0.6794
loss: 0.9323, acc: 0.7292, test_acc: 0.7694, f1: 0.6767
loss: 0.7496, acc: 0.7270, test_acc: 0.7668, f1: 0.6765
loss: 0.9191, acc: 0.7219, test_acc: 0.7676, f1: 0.6790
loss: 0.9569, acc: 0.7173, test_acc: 0.7668, f1: 0.6784
loss: 0.9887, acc: 0.7102, test_acc: 0.7676, f1: 0.6748
loss: 0.6999, acc: 0.7092, test_acc: 0.7668, f1: 0.6723
loss: 0.6258, acc: 0.7109, test_acc: 0.7632, f1: 0.6658
loss: 0.4700, acc: 0.7150, test_acc: 0.7650, f1: 0.6669
loss: 0.6084, acc: 0.7212, test_acc: 0.7685, f1: 0.6732
loss: 0.7199, acc: 0.7222, test_acc: 0.7632, f1: 0.6658
loss: 0.7090, acc: 0.7210, test_acc: 0.7676, f1: 0.6769
loss: 0.9109, acc: 0.7134, test_acc: 0.7650, f1: 0.6763
loss: 0.5276, acc: 0.7167, test_acc: 0.7641, f1: 0.6800
loss: 0.7263, acc: 0.7177, test_acc: 0.7632, f1: 0.6831
loss: 0.6744, acc: 0.7168, test_acc: 0.7676, f1: 0.6868
loss: 0.5464, acc: 0.7159, test_acc: 0.7730, f1: 0.6909
loss: 1.0000, acc: 0.7114, test_acc: 0.7685, f1: 0.6837
loss: 0.7800, acc: 0.7089, test_acc: 0.7685, f1: 0.6805
loss: 0.6693, acc: 0.7101, test_acc: 0.7694, f1: 0.6816
loss: 0.5696, acc: 0.7111, test_acc: 0.7712, f1: 0.6819
loss: 0.6352, acc: 0.7122, test_acc: 0.7730, f1: 0.6822
loss: 0.6169, acc: 0.7147, test_acc: 0.7721, f1: 0.6769
loss: 0.9017, acc: 0.7141, test_acc: 0.7739, f1: 0.6697
loss: 0.9858, acc: 0.7134, test_acc: 0.7766, f1: 0.6731
loss: 0.8642, acc: 0.7083, test_acc: 0.7739, f1: 0.6651
loss: 0.9374, acc: 0.7049, test_acc: 0.7721, f1: 0.6613
loss: 0.9109, acc: 0.7045, test_acc: 0.7739, f1: 0.6690
loss: 0.7633, acc: 0.7069, test_acc: 0.7659, f1: 0.6627
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 44
loss: 0.8770, acc: 0.6250, test_acc: 0.7650, f1: 0.6685
loss: 0.6142, acc: 0.6562, test_acc: 0.7668, f1: 0.6752
loss: 0.7747, acc: 0.6667, test_acc: 0.7676, f1: 0.6777
loss: 0.8819, acc: 0.6250, test_acc: 0.7685, f1: 0.6789
loss: 0.8356, acc: 0.6625, test_acc: 0.7703, f1: 0.6793
loss: 1.1814, acc: 0.6042, test_acc: 0.7712, f1: 0.6804
loss: 0.6763, acc: 0.6071, test_acc: 0.7694, f1: 0.6759
loss: 1.1314, acc: 0.6094, test_acc: 0.7703, f1: 0.6762
loss: 0.7046, acc: 0.6250, test_acc: 0.7757, f1: 0.6843
loss: 0.6530, acc: 0.6250, test_acc: 0.7766, f1: 0.6877
loss: 0.8709, acc: 0.6193, test_acc: 0.7757, f1: 0.6874
loss: 0.6055, acc: 0.6302, test_acc: 0.7739, f1: 0.6836
loss: 0.7525, acc: 0.6442, test_acc: 0.7685, f1: 0.6764
loss: 0.7599, acc: 0.6473, test_acc: 0.7694, f1: 0.6787
loss: 0.5826, acc: 0.6542, test_acc: 0.7703, f1: 0.6799
loss: 0.6517, acc: 0.6523, test_acc: 0.7712, f1: 0.6817
loss: 0.6751, acc: 0.6544, test_acc: 0.7659, f1: 0.6751
loss: 0.7439, acc: 0.6562, test_acc: 0.7650, f1: 0.6741
loss: 0.6988, acc: 0.6513, test_acc: 0.7623, f1: 0.6702
loss: 0.7337, acc: 0.6594, test_acc: 0.7614, f1: 0.6655
loss: 0.8061, acc: 0.6488, test_acc: 0.7668, f1: 0.6732
loss: 0.4673, acc: 0.6591, test_acc: 0.7650, f1: 0.6639
loss: 0.7009, acc: 0.6603, test_acc: 0.7748, f1: 0.6709
loss: 1.2371, acc: 0.6589, test_acc: 0.7775, f1: 0.6756
loss: 0.7312, acc: 0.6575, test_acc: 0.7730, f1: 0.6729
loss: 0.7367, acc: 0.6587, test_acc: 0.7721, f1: 0.6715
loss: 0.9906, acc: 0.6620, test_acc: 0.7703, f1: 0.6690
loss: 0.5045, acc: 0.6696, test_acc: 0.7703, f1: 0.6689
loss: 0.5135, acc: 0.6724, test_acc: 0.7703, f1: 0.6686
loss: 0.4552, acc: 0.6771, test_acc: 0.7703, f1: 0.6696
loss: 0.8771, acc: 0.6794, test_acc: 0.7730, f1: 0.6752
loss: 0.9250, acc: 0.6758, test_acc: 0.7748, f1: 0.6791
loss: 0.5633, acc: 0.6818, test_acc: 0.7775, f1: 0.6836
loss: 0.6463, acc: 0.6820, test_acc: 0.7775, f1: 0.6817
loss: 0.8542, acc: 0.6804, test_acc: 0.7837, f1: 0.6856
loss: 0.6487, acc: 0.6840, test_acc: 0.7828, f1: 0.6868
loss: 0.8261, acc: 0.6858, test_acc: 0.7784, f1: 0.6852
loss: 0.7489, acc: 0.6875, test_acc: 0.7811, f1: 0.6959
loss: 0.3208, acc: 0.6955, test_acc: 0.7784, f1: 0.6963
loss: 0.7208, acc: 0.6922, test_acc: 0.7757, f1: 0.6936
loss: 0.6700, acc: 0.6890, test_acc: 0.7721, f1: 0.6878
loss: 0.4984, acc: 0.6935, test_acc: 0.7721, f1: 0.6877
loss: 1.0027, acc: 0.6875, test_acc: 0.7739, f1: 0.6870
loss: 0.6742, acc: 0.6875, test_acc: 0.7739, f1: 0.6853
loss: 0.8958, acc: 0.6875, test_acc: 0.7748, f1: 0.6852
loss: 0.8032, acc: 0.6882, test_acc: 0.7766, f1: 0.6868
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 45
loss: 0.5655, acc: 0.8125, test_acc: 0.7793, f1: 0.6916
loss: 0.6696, acc: 0.7500, test_acc: 0.7775, f1: 0.6901
loss: 1.0733, acc: 0.7292, test_acc: 0.7793, f1: 0.6928
loss: 0.8100, acc: 0.7500, test_acc: 0.7811, f1: 0.6952
loss: 1.0227, acc: 0.7250, test_acc: 0.7802, f1: 0.6950
loss: 0.6442, acc: 0.7292, test_acc: 0.7775, f1: 0.6938
loss: 0.9612, acc: 0.7054, test_acc: 0.7793, f1: 0.7005
loss: 0.9118, acc: 0.6953, test_acc: 0.7784, f1: 0.7013
loss: 0.9945, acc: 0.6875, test_acc: 0.7766, f1: 0.7000
loss: 0.8462, acc: 0.6875, test_acc: 0.7739, f1: 0.6926
loss: 0.5582, acc: 0.6989, test_acc: 0.7739, f1: 0.6896
loss: 0.6431, acc: 0.7031, test_acc: 0.7739, f1: 0.6868
loss: 0.6269, acc: 0.7067, test_acc: 0.7676, f1: 0.6738
loss: 0.9242, acc: 0.7009, test_acc: 0.7739, f1: 0.6761
loss: 0.5097, acc: 0.7083, test_acc: 0.7757, f1: 0.6772
loss: 0.8403, acc: 0.6992, test_acc: 0.7739, f1: 0.6750
loss: 0.7069, acc: 0.6949, test_acc: 0.7730, f1: 0.6776
loss: 0.7314, acc: 0.6979, test_acc: 0.7712, f1: 0.6792
loss: 0.6755, acc: 0.6974, test_acc: 0.7721, f1: 0.6811
loss: 0.7134, acc: 0.7031, test_acc: 0.7712, f1: 0.6777
loss: 1.1088, acc: 0.6994, test_acc: 0.7739, f1: 0.6800
loss: 0.7412, acc: 0.6960, test_acc: 0.7730, f1: 0.6807
loss: 0.8488, acc: 0.6848, test_acc: 0.7739, f1: 0.6815
loss: 0.5187, acc: 0.6927, test_acc: 0.7757, f1: 0.6851
loss: 0.7363, acc: 0.6950, test_acc: 0.7757, f1: 0.6850
loss: 0.5068, acc: 0.6995, test_acc: 0.7712, f1: 0.6806
loss: 0.7457, acc: 0.6944, test_acc: 0.7712, f1: 0.6803
loss: 0.9717, acc: 0.6875, test_acc: 0.7703, f1: 0.6777
loss: 0.5405, acc: 0.6897, test_acc: 0.7703, f1: 0.6760
loss: 1.1471, acc: 0.6854, test_acc: 0.7775, f1: 0.6874
loss: 0.4108, acc: 0.6875, test_acc: 0.7757, f1: 0.6866
loss: 0.7836, acc: 0.6934, test_acc: 0.7757, f1: 0.6895
loss: 0.8781, acc: 0.6856, test_acc: 0.7757, f1: 0.6920
loss: 0.9074, acc: 0.6820, test_acc: 0.7784, f1: 0.6996
loss: 0.8672, acc: 0.6768, test_acc: 0.7775, f1: 0.6965
loss: 0.7644, acc: 0.6771, test_acc: 0.7766, f1: 0.6937
loss: 0.4788, acc: 0.6824, test_acc: 0.7828, f1: 0.6992
loss: 0.7662, acc: 0.6793, test_acc: 0.7837, f1: 0.7002
loss: 0.6286, acc: 0.6811, test_acc: 0.7828, f1: 0.6987
loss: 0.7659, acc: 0.6813, test_acc: 0.7811, f1: 0.6963
loss: 0.6510, acc: 0.6799, test_acc: 0.7828, f1: 0.6973
loss: 1.2545, acc: 0.6756, test_acc: 0.7819, f1: 0.6950
loss: 0.8017, acc: 0.6788, test_acc: 0.7793, f1: 0.6925
loss: 0.7458, acc: 0.6790, test_acc: 0.7802, f1: 0.6983
loss: 0.8289, acc: 0.6750, test_acc: 0.7802, f1: 0.6977
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 46
loss: 0.3121, acc: 1.0000, test_acc: 0.7793, f1: 0.6944
loss: 0.7032, acc: 0.9062, test_acc: 0.7739, f1: 0.6834
loss: 1.0462, acc: 0.8125, test_acc: 0.7766, f1: 0.6884
loss: 0.6152, acc: 0.8125, test_acc: 0.7721, f1: 0.6819
loss: 0.7185, acc: 0.8000, test_acc: 0.7703, f1: 0.6801
loss: 0.9113, acc: 0.7500, test_acc: 0.7703, f1: 0.6794
loss: 0.6216, acc: 0.7589, test_acc: 0.7721, f1: 0.6823
loss: 0.6837, acc: 0.7578, test_acc: 0.7712, f1: 0.6804
loss: 0.8624, acc: 0.7500, test_acc: 0.7712, f1: 0.6804
loss: 1.0985, acc: 0.7312, test_acc: 0.7739, f1: 0.6861
loss: 0.6871, acc: 0.7216, test_acc: 0.7757, f1: 0.6872
loss: 0.7539, acc: 0.7240, test_acc: 0.7757, f1: 0.6875
loss: 0.5242, acc: 0.7308, test_acc: 0.7757, f1: 0.6881
loss: 0.6980, acc: 0.7277, test_acc: 0.7766, f1: 0.6891
loss: 0.8656, acc: 0.7208, test_acc: 0.7775, f1: 0.6892
loss: 1.0505, acc: 0.7188, test_acc: 0.7766, f1: 0.6853
loss: 0.7207, acc: 0.7169, test_acc: 0.7766, f1: 0.6841
loss: 1.0001, acc: 0.7153, test_acc: 0.7766, f1: 0.6841
loss: 0.9139, acc: 0.7039, test_acc: 0.7757, f1: 0.6861
loss: 0.8385, acc: 0.7031, test_acc: 0.7757, f1: 0.6861
loss: 0.8643, acc: 0.6935, test_acc: 0.7784, f1: 0.6900
loss: 0.5900, acc: 0.6989, test_acc: 0.7793, f1: 0.6882
loss: 1.0702, acc: 0.6957, test_acc: 0.7766, f1: 0.6831
loss: 0.9953, acc: 0.6875, test_acc: 0.7757, f1: 0.6835
loss: 0.7021, acc: 0.6875, test_acc: 0.7775, f1: 0.6867
loss: 1.0952, acc: 0.6827, test_acc: 0.7748, f1: 0.6866
loss: 0.9194, acc: 0.6782, test_acc: 0.7739, f1: 0.6870
loss: 0.6453, acc: 0.6786, test_acc: 0.7757, f1: 0.6885
loss: 0.8019, acc: 0.6767, test_acc: 0.7748, f1: 0.6854
loss: 0.4368, acc: 0.6833, test_acc: 0.7766, f1: 0.6869
loss: 0.4163, acc: 0.6895, test_acc: 0.7739, f1: 0.6817
loss: 0.5732, acc: 0.6914, test_acc: 0.7748, f1: 0.6837
loss: 0.8004, acc: 0.6913, test_acc: 0.7748, f1: 0.6837
loss: 0.6132, acc: 0.6949, test_acc: 0.7712, f1: 0.6806
loss: 0.7352, acc: 0.6964, test_acc: 0.7739, f1: 0.6847
loss: 0.7552, acc: 0.6944, test_acc: 0.7730, f1: 0.6861
loss: 0.6120, acc: 0.6959, test_acc: 0.7721, f1: 0.6857
loss: 0.8713, acc: 0.6941, test_acc: 0.7712, f1: 0.6803
loss: 0.6484, acc: 0.6971, test_acc: 0.7703, f1: 0.6787
loss: 0.7662, acc: 0.6969, test_acc: 0.7730, f1: 0.6800
loss: 1.0153, acc: 0.6951, test_acc: 0.7703, f1: 0.6798
loss: 0.8474, acc: 0.6935, test_acc: 0.7712, f1: 0.6797
loss: 0.6852, acc: 0.6933, test_acc: 0.7712, f1: 0.6782
loss: 0.6351, acc: 0.6960, test_acc: 0.7703, f1: 0.6774
loss: 0.4843, acc: 0.7014, test_acc: 0.7703, f1: 0.6774
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 47
loss: 1.1382, acc: 0.5000, test_acc: 0.7694, f1: 0.6767
loss: 0.8481, acc: 0.6562, test_acc: 0.7694, f1: 0.6776
loss: 1.2577, acc: 0.6458, test_acc: 0.7712, f1: 0.6785
loss: 0.7720, acc: 0.6406, test_acc: 0.7703, f1: 0.6778
loss: 0.7020, acc: 0.6375, test_acc: 0.7703, f1: 0.6777
loss: 0.8435, acc: 0.6146, test_acc: 0.7712, f1: 0.6785
loss: 0.8890, acc: 0.6071, test_acc: 0.7712, f1: 0.6785
loss: 0.4577, acc: 0.6328, test_acc: 0.7712, f1: 0.6793
loss: 0.7386, acc: 0.6458, test_acc: 0.7712, f1: 0.6794
loss: 0.8344, acc: 0.6500, test_acc: 0.7739, f1: 0.6840
loss: 0.6924, acc: 0.6534, test_acc: 0.7721, f1: 0.6811
loss: 0.9259, acc: 0.6615, test_acc: 0.7739, f1: 0.6829
loss: 0.5271, acc: 0.6779, test_acc: 0.7703, f1: 0.6769
loss: 0.6630, acc: 0.6786, test_acc: 0.7694, f1: 0.6749
loss: 0.9729, acc: 0.6833, test_acc: 0.7748, f1: 0.6838
loss: 0.6271, acc: 0.6875, test_acc: 0.7739, f1: 0.6839
loss: 0.6581, acc: 0.6875, test_acc: 0.7730, f1: 0.6808
loss: 0.9057, acc: 0.6840, test_acc: 0.7748, f1: 0.6814
loss: 0.5344, acc: 0.6941, test_acc: 0.7766, f1: 0.6829
loss: 0.7637, acc: 0.6969, test_acc: 0.7766, f1: 0.6817
loss: 0.5528, acc: 0.7024, test_acc: 0.7739, f1: 0.6776
loss: 0.6976, acc: 0.7045, test_acc: 0.7748, f1: 0.6792
loss: 1.2456, acc: 0.6929, test_acc: 0.7757, f1: 0.6803
loss: 1.1419, acc: 0.6823, test_acc: 0.7739, f1: 0.6763
loss: 0.8365, acc: 0.6850, test_acc: 0.7730, f1: 0.6748
loss: 0.5258, acc: 0.6899, test_acc: 0.7739, f1: 0.6761
loss: 0.8757, acc: 0.6875, test_acc: 0.7739, f1: 0.6764
loss: 0.3501, acc: 0.6964, test_acc: 0.7739, f1: 0.6773
loss: 0.6705, acc: 0.6983, test_acc: 0.7748, f1: 0.6787
loss: 0.7235, acc: 0.6979, test_acc: 0.7703, f1: 0.6748
loss: 0.7596, acc: 0.6976, test_acc: 0.7712, f1: 0.6759
loss: 0.8058, acc: 0.6973, test_acc: 0.7730, f1: 0.6814
loss: 0.9077, acc: 0.6989, test_acc: 0.7748, f1: 0.6843
loss: 0.7718, acc: 0.6930, test_acc: 0.7748, f1: 0.6843
loss: 0.9989, acc: 0.6875, test_acc: 0.7766, f1: 0.6870
loss: 1.2148, acc: 0.6875, test_acc: 0.7757, f1: 0.6853
loss: 0.9951, acc: 0.6791, test_acc: 0.7775, f1: 0.6865
loss: 0.7948, acc: 0.6793, test_acc: 0.7793, f1: 0.6895
loss: 0.4801, acc: 0.6859, test_acc: 0.7793, f1: 0.6895
loss: 0.7035, acc: 0.6875, test_acc: 0.7793, f1: 0.6900
loss: 1.1186, acc: 0.6845, test_acc: 0.7802, f1: 0.6917
loss: 0.6684, acc: 0.6845, test_acc: 0.7811, f1: 0.6932
loss: 0.6006, acc: 0.6860, test_acc: 0.7819, f1: 0.6946
loss: 0.9085, acc: 0.6861, test_acc: 0.7793, f1: 0.6934
loss: 0.9086, acc: 0.6847, test_acc: 0.7802, f1: 0.6963
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 48
loss: 1.0922, acc: 0.5000, test_acc: 0.7739, f1: 0.6918
loss: 0.4654, acc: 0.6875, test_acc: 0.7739, f1: 0.6926
loss: 0.8824, acc: 0.6458, test_acc: 0.7739, f1: 0.6918
loss: 0.9125, acc: 0.6406, test_acc: 0.7730, f1: 0.6896
loss: 0.6563, acc: 0.6500, test_acc: 0.7784, f1: 0.6931
loss: 0.7677, acc: 0.6458, test_acc: 0.7793, f1: 0.6927
loss: 0.8698, acc: 0.6429, test_acc: 0.7793, f1: 0.6916
loss: 0.7009, acc: 0.6562, test_acc: 0.7793, f1: 0.6904
loss: 0.5541, acc: 0.6736, test_acc: 0.7784, f1: 0.6896
loss: 1.1155, acc: 0.6687, test_acc: 0.7775, f1: 0.6877
loss: 0.4227, acc: 0.6818, test_acc: 0.7766, f1: 0.6858
loss: 0.8601, acc: 0.6719, test_acc: 0.7784, f1: 0.6888
loss: 0.6483, acc: 0.6731, test_acc: 0.7784, f1: 0.6886
loss: 0.7701, acc: 0.6696, test_acc: 0.7793, f1: 0.6905
loss: 0.6456, acc: 0.6750, test_acc: 0.7793, f1: 0.6916
loss: 0.6883, acc: 0.6758, test_acc: 0.7802, f1: 0.6932
loss: 0.5720, acc: 0.6838, test_acc: 0.7775, f1: 0.6909
loss: 0.5469, acc: 0.6944, test_acc: 0.7775, f1: 0.6909
loss: 1.0070, acc: 0.6941, test_acc: 0.7757, f1: 0.6876
loss: 0.6041, acc: 0.6937, test_acc: 0.7775, f1: 0.6910
loss: 0.6987, acc: 0.6935, test_acc: 0.7757, f1: 0.6883
loss: 0.9947, acc: 0.6875, test_acc: 0.7766, f1: 0.6902
loss: 0.8199, acc: 0.6821, test_acc: 0.7766, f1: 0.6902
loss: 0.6730, acc: 0.6823, test_acc: 0.7775, f1: 0.6909
loss: 1.2353, acc: 0.6750, test_acc: 0.7793, f1: 0.6926
loss: 0.8060, acc: 0.6755, test_acc: 0.7793, f1: 0.6931
loss: 0.9772, acc: 0.6736, test_acc: 0.7802, f1: 0.6939
loss: 0.9073, acc: 0.6696, test_acc: 0.7811, f1: 0.6946
loss: 0.8019, acc: 0.6638, test_acc: 0.7811, f1: 0.6946
loss: 0.9326, acc: 0.6667, test_acc: 0.7811, f1: 0.6946
loss: 1.3062, acc: 0.6613, test_acc: 0.7802, f1: 0.6938
loss: 0.6347, acc: 0.6641, test_acc: 0.7784, f1: 0.6911
loss: 0.6777, acc: 0.6610, test_acc: 0.7766, f1: 0.6883
loss: 0.6543, acc: 0.6636, test_acc: 0.7784, f1: 0.6898
loss: 0.5164, acc: 0.6679, test_acc: 0.7793, f1: 0.6906
loss: 0.6494, acc: 0.6684, test_acc: 0.7793, f1: 0.6906
loss: 1.0924, acc: 0.6655, test_acc: 0.7784, f1: 0.6898
loss: 0.6861, acc: 0.6678, test_acc: 0.7793, f1: 0.6906
loss: 0.8877, acc: 0.6683, test_acc: 0.7793, f1: 0.6906
loss: 0.6590, acc: 0.6719, test_acc: 0.7793, f1: 0.6906
loss: 0.7289, acc: 0.6723, test_acc: 0.7793, f1: 0.6906
loss: 0.6589, acc: 0.6726, test_acc: 0.7793, f1: 0.6905
loss: 0.7648, acc: 0.6715, test_acc: 0.7784, f1: 0.6897
loss: 0.5810, acc: 0.6747, test_acc: 0.7784, f1: 0.6898
loss: 1.0059, acc: 0.6722, test_acc: 0.7775, f1: 0.6883
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 49
loss: 0.8487, acc: 0.6250, test_acc: 0.7766, f1: 0.6867
loss: 0.6480, acc: 0.6875, test_acc: 0.7775, f1: 0.6881
loss: 0.8162, acc: 0.6667, test_acc: 0.7775, f1: 0.6885
loss: 0.7757, acc: 0.6406, test_acc: 0.7766, f1: 0.6886
loss: 0.7125, acc: 0.6500, test_acc: 0.7757, f1: 0.6873
loss: 0.6217, acc: 0.6667, test_acc: 0.7757, f1: 0.6873
loss: 0.7833, acc: 0.6607, test_acc: 0.7766, f1: 0.6880
loss: 0.7193, acc: 0.6641, test_acc: 0.7766, f1: 0.6880
loss: 0.7177, acc: 0.6667, test_acc: 0.7766, f1: 0.6880
loss: 0.8541, acc: 0.6562, test_acc: 0.7775, f1: 0.6888
loss: 0.7386, acc: 0.6477, test_acc: 0.7784, f1: 0.6907
loss: 0.8258, acc: 0.6406, test_acc: 0.7784, f1: 0.6907
loss: 0.9152, acc: 0.6298, test_acc: 0.7775, f1: 0.6895
loss: 0.6745, acc: 0.6250, test_acc: 0.7775, f1: 0.6888
